# GSE103092.analysis.more.ids3.Rmd 
# 1593285614 
# Input file: geo.datasets/GSE103092/GSE103092.txt 
"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"
"A_33_P3321432"	0.7342033	0.255	-1.1940295	-5.524549	-1.0804169	"GASK1B"
"A_23_P8311"	0.3659092	0.0218	2.6188791	-3.412445	0.6238025	"TDP2"
"A_23_P64980"	0.324252	0.0152	2.8119366	-3.077681	0.9337635	"SLC6A13"
"A_23_P259611"	0.9355097	0.718	0.370018	-6.153359	0.4241218	"NME8"
"A_24_P313109"	0.8802611	0.544	0.6239598	-6.025103	0.1794937	"UFM1"
"A_33_P3399248"	0.7654432	0.308	1.0631504	-5.663172	0.2648846	"UFM1"
"A_23_P56759"	0.4049389	0.0297	-2.4537449	-3.693995	-0.7625706	"KRCC1"
"A_24_P183128"	0.6660382	0.173	-1.4434085	-5.226627	-1.5737735	"PLAC8"
"A_23_P43255"	0.6586369	0.167	-1.4689307	-5.193844	-0.2920763	"CYRIB"
"A_32_P34589"	0.9693221	0.862	-0.1777919	-6.207654	-0.0348842	"RSRC1"
"A_23_P50137"	0.6158965	0.128	-1.6284211	-4.980284	-0.2571387	"MEX3C"
"A_23_P15564"	0.9903394	0.958	0.053263	-6.222572	0.0143767	"AMZ2"
"A_33_P3223472"	0.9367225	0.726	-0.3588498	-6.157539	-0.104945	"AMZ2"
"A_21_P0011603"	0.9850101	0.93	0.089728	-6.219866	0.0234372	"AMZ2"
"A_23_P201996"	0.8976764	0.592	0.5492719	-6.06933	0.1542083	"WAC"
"A_33_P3378689"	0.7779787	0.329	1.0154173	-5.710431	0.2371875	"WAC"
"A_23_P147450"	0.9580588	0.817	0.2358729	-6.195224	0.0712389	"SPG21"
"A_23_P371885"	0.6662603	0.174	1.4420101	-5.228411	0.7996364	"ARL17A"
"A_23_P371885"	0.6662603	0.174	1.4420101	-5.228411	0.7996364	"ARL17B"
"A_23_P135486"	0.9454334	0.76	0.3124834	-6.17355	0.0904533	"AHSP"
"A_23_P49338"	0.7712428	0.317	-1.0416202	-5.684712	-0.5200367	"TNFRSF12A"
"A_23_P252362"	0.6171773	0.129	1.6234475	-4.98716	0.2592036	"MRPS30"
"A_23_P54758"	0.8067687	0.383	-0.9050387	-5.812622	-0.2164361	"GDE1"
"A_23_P152082"	0.9935214	0.973	0.0344248	-6.223429	0.0165472	"SPTBN5"
"A_33_P3267081"	0.8281118	0.427	-0.8213802	-5.883224	-0.2446347	"ZNF771"
"A_24_P20746"	0.9853659	0.931	-0.0886678	-6.219964	-0.0311737	"PRR16"
"A_33_P3249748"	0.3664405	0.0219	-2.6163764	-3.416748	-0.5909343	"THEM6"
"A_23_P84070"	0.611431	0.124	-1.6469004	-4.95462	-0.2852871	"LARP7"
"A_24_P332230"	0.8684515	0.513	-0.6728957	-5.993267	-0.0995313	"LARP7"
"A_33_P3354955"	0.8396404	0.451	0.7772657	-5.917991	0.1436969	"ESF1"
"A_23_P65518"	0.7434813	0.27	1.153148	-5.569237	1.1536172	"DACT1"
"A_24_P40229"	0.9520234	0.79	-0.2725469	-6.185595	-0.0464164	"CRNKL1"
"A_33_P3284557"	0.950401	0.785	0.2788811	-6.183793	0.1773023	"MAP3K20"
"A_23_P366394"	0.9083966	0.628	-0.4965464	-6.097322	-0.3029285	"MAP3K20"
"A_23_P73721"	0.7130193	0.228	-1.2680612	-5.44054	-0.5997619	"RRAGB"
"A_23_P211504"	0.7729129	0.321	-1.0339626	-5.692285	-0.6913623	"KDELR3"
"A_23_P53176"	0.4237127	0.0337	-2.3852738	-3.809093	-0.7172649	"FOLR1"
"A_23_P109235"	0.757842	0.294	-1.0951999	-5.630434	-0.1835492	"RALY"
"A_23_P211445"	0.7406364	0.264	1.1686657	-5.55242	0.2922711	"LIMK2"
"A_23_P71624"	0.1040865	0.00105	4.2421185	-0.567354	1.1064062	"PAX5"
"A_23_P204087"	0.1133576	0.00128	4.1298612	-0.760161	3.450433	"OAS2"
"A_24_P270814"	0.9297668	0.695	0.4015859	-6.140866	0.1056457	"CRK"
"A_24_P90097"	0.2307333	0.00619	-3.2855856	-2.242433	-0.9434749	"ADD3"
"A_23_P212196"	0.9228341	0.674	0.4313517	-6.128177	0.1213182	"OGG1"
"A_23_P105545"	0.9152794	0.649	-0.4662395	-6.112186	-0.086369	"VAMP1"
"A_24_P230948"	0.9255804	0.681	0.4208509	-6.132754	0.1231584	"PER3"
"A_24_P291231"	0.6657123	0.173	-1.4451964	-5.224343	-0.4391311	"PER3"
"A_24_P224488"	0.9713577	0.87	0.1672109	-6.209545	0.0780085	"MAPT"
"A_33_P3271490"	0.9505421	0.785	-0.2784263	-6.183924	-0.0926474	"RBMS1"
"A_23_P431410"	0.9051411	0.617	-0.5130687	-6.088841	-0.1702412	"RBMS1"
"A_33_P3316323"	0.870058	0.516	-0.6679957	-5.996556	-0.1823306	"RBMS1"
"A_23_P61406"	0.5537883	0.088	-1.8502858	-4.660793	-0.8351444	"SHC3"
"A_33_P3216090"	0.7100482	0.225	-1.2773221	-5.429758	-0.4972236	"SHC3"
"A_23_P311895"	0.4163353	0.0318	2.4166922	-3.756412	1.063255	"CLIC5"
"A_23_P416774"	0.7514989	0.282	1.1233033	-5.601074	0.8973079	"CLIC5"
"A_23_P135616"	0.9221782	0.672	0.4333251	-6.127304	0.0940816	"STX18"
"A_23_P47148"	0.8188679	0.407	0.8576877	-5.853326	0.6619352	"NOX4"
"A_23_P28120"	0.8297421	0.431	-0.8139916	-5.889167	-0.3592559	"SIX2"
"A_23_P54900"	0.890629	0.569	0.5856672	-6.048443	0.1545659	"UBN1"
"A_32_P1701"	0.4727704	0.0494	-2.1756871	-4.15397	-0.6977533	"POLA1"
"A_33_P3367830"	0.8407993	0.453	0.7740277	-5.920474	0.2736289	"EFEMP2"
"A_23_P91487"	0.6204468	0.132	-1.6099674	-5.005729	-0.4703476	"RWDD2B"
"A_23_P20139"	0.5151773	0.0672	2.0044378	-4.425683	0.5855455	"TAS2R3"
"A_23_P20101"	0.7462285	0.274	-1.1451361	-5.57785	-0.2494639	"TAS2R4"
"A_23_P59825"	0.8486616	0.473	-0.7402924	-5.945791	-0.2531072	"TAS2R16"
"A_33_P3238250"	0.9641833	0.84	0.2060011	-6.20205	0.0482661	"F11R"
"A_24_P319364"	0.7469281	0.275	-1.1416825	-5.581547	-0.2436821	"F11R"
"A_23_P140821"	0.9703812	0.866	0.1716558	-6.208764	0.0826385	"PARD6A"
"A_24_P215804"	0.5698853	0.0988	-1.7835363	-4.75942	-0.9995338	"CKLF"
"A_32_P172141"	0.3428476	0.0181	-2.7175106	-3.242052	-1.0534053	"CDON"
"A_32_P116857"	0.8356618	0.443	-0.7915439	-5.906927	-0.3703744	"PDE11A"
"A_23_P159676"	0.7676613	0.311	-1.0554675	-5.6709	-0.5784905	"TBX22"
"A_23_P167201"	0.4732111	0.0496	-2.1732951	-4.157833	-0.3794045	"SEPSECS"
"A_24_P218805"	0.6697543	0.177	-1.4317809	-5.241429	-0.3936117	"HOXC10"
"A_23_P64808"	0.9442782	0.755	-0.3183971	-6.171629	-0.1098304	"HOXC13"
"A_23_P347468"	0.6598329	0.168	-1.4646074	-5.199425	-0.8999566	"FZD3"
"A_23_P113393"	0.0742065	0.00054	-4.6105262	0.05471	-1.7805804	"APLN"
"A_23_P132159"	0.0738198	0.000528	4.6225153	0.074655	2.4747971	"USP18"
"A_23_P133543"	0.9770584	0.891	-0.1398932	-6.213892	-0.0516438	"KLHL3"
"A_23_P255038"	0.8579845	0.491	0.7089182	-5.96841	0.1473554	"IL1RAPL2"
"A_23_P65100"	0.9826701	0.918	-0.1053453	-6.218285	-0.0237693	"GALNT8"
"A_23_P146486"	0.9704306	0.867	-0.1709367	-6.208892	-0.0538871	"DEC1"
"A_23_P258433"	0.7074626	0.22	1.289954	-5.414956	0.3806972	""
"A_23_P258433"	0.7074626	0.22	1.289954	-5.414956	0.3806972	"ASIC5"
"A_32_P204205"	0.8458317	0.465	0.7534318	-5.936052	0.366773	"SIX4"
"A_23_P111228"	0.9909417	0.963	0.0472065	-6.222888	0.0115689	"COQ3"
"A_33_P3339865"	0.9597501	0.822	-0.2298529	-6.196673	-0.0485904	"CALML5"
"A_23_P144384"	0.9122914	0.639	-0.4811722	-6.104975	-0.1653226	"GALNT7"
"A_23_P104876"	0.3748324	0.0233	-2.5827218	-3.474523	-1.0509146	"SPA17"
"A_23_P92320"	0.9780497	0.896	0.1335875	-6.214786	0.0276082	"NUP54"
"A_23_P124300"	0.8920201	0.572	0.5800208	-6.051766	0.1878566	"BCO1"
"A_33_P3244843"	0.9021709	0.606	0.5287083	-6.080568	0.1120773	"PRKAG3"
"A_24_P219808"	0.6570371	0.165	1.4750595	-5.185912	0.3222336	"PTOV1"
"A_23_P325080"	0.8170212	0.401	0.8690994	-5.843692	0.2217784	"PTOV1"
"A_23_P86411"	0.5981019	0.115	1.6932727	-4.889427	0.4854701	"MYO3A"
"A_33_P3351624"	0.7568029	0.292	1.0991858	-5.626306	0.280371	"MYO3A"
"A_23_P54291"	0.8971298	0.591	0.5518424	-6.067896	0.1067943	"DUOX1"
"A_23_P116868"	0.9691659	0.861	-0.1791672	-6.2074	-0.0304283	"SLCO1C1"
"A_33_P3294002"	0.6032008	0.118	-1.6768397	-4.912657	-0.3770078	"A4GALT"
"A_24_P82074"	0.5134667	0.0662	-2.0123199	-4.413407	-0.468798	"CPSF2"
"A_23_P211106"	0.5321996	0.075	1.941772	-4.522433	0.4324025	"SETD4"
"A_23_P416894"	0.7824193	0.338	0.9972849	-5.727906	0.7432896	"GSAP"
"A_23_P413180"	0.9369385	0.727	-0.3566839	-6.158335	-0.1183235	"MDM1"
"A_33_P3380807"	0.9412206	0.744	-0.3332561	-6.166645	-0.1085545	"TLR9"
"A_23_P135326"	0.4373333	0.0364	-2.3428694	-3.879819	-0.4011129	"POLE3"
"A_33_P3400263"	0.5028715	0.062	-2.0497298	-4.354823	-0.3751487	"CHRAC1"
"A_19_P00812215"	0.9493137	0.78	0.2857417	-6.181795	0.0559292	"MRPL39"
"A_23_P143446"	0.9650834	0.845	0.200037	-6.203303	0.0387253	"MRPL39"
"A_24_P125839"	0.5697149	0.0986	1.7845707	-4.757908	0.6907468	"C21orf91"
"A_23_P61810"	0.9423715	0.749	0.3274668	-6.168614	0.0899837	"BAIAP2"
"A_23_P315836"	0.8926731	0.575	0.575922	-6.05416	0.4290322	"BAIAP2"
"A_23_P57059"	0.7513531	0.282	1.1239185	-5.600424	0.1793228	"STAU1"
"A_33_P3294608"	0.2931506	0.0112	2.9707748	-2.799073	0.6317554	"MVP"
"A_23_P1029"	0.4323247	0.0354	-2.358484	-3.853827	-0.9428258	"MFAP2"
"A_33_P3251342"	0.6959172	0.205	1.3365313	-5.359434	0.5309294	"CYP3A4"
"A_23_P98830"	0.9316328	0.704	-0.3885699	-6.146138	-0.1198186	"UBQLN3"
"A_33_P3241786"	0.8516411	0.479	-0.7303128	-5.953083	-0.2104093	"ADD2"
"A_23_P421436"	0.7367492	0.258	-1.185625	-5.533837	-0.3315723	"ADD2"
"A_24_P50458"	0.9650834	0.845	-0.2000306	-6.203304	-0.0617739	"TERF1"
"A_23_P216149"	0.9876916	0.946	-0.0696368	-6.221527	-0.0264167	"TERF1"
"A_24_P192434"	0.543681	0.0811	-1.8972025	-4.590281	-0.5283148	"TERF1"
"A_33_P3285444"	0.8193951	0.409	-0.8551289	-5.85547	-0.2089995	"TERF1"
"A_32_P220696"	0.8350989	0.442	-0.7932226	-5.905614	-0.2683506	"TERF1"
"A_33_P3360426"	0.7815423	0.335	-1.0020242	-5.723364	-0.2793453	"WDR1"
"A_23_P213000"	0.2304199	0.00617	-3.2878065	-2.238498	-0.6700791	"WDR1"
"A_23_P69637"	0.2823297	0.0102	3.0207199	-2.711052	0.6814511	"OTUD4"
"A_23_P17430"	0.3326961	0.0164	-2.7719612	-3.147401	-0.686677	"RBM38"
"A_23_P146479"	0.8159139	0.399	-0.873032	-5.840346	-0.1448973	"SURF2"
"A_33_P3331966"	0.9257718	0.682	-0.4188981	-6.133593	-0.1183152	"OR2M4"
"A_23_P16630"	0.8204391	0.412	-0.8492655	-5.860363	-0.2453892	"OR7A5"
"A_33_P3330418"	0.9641801	0.84	0.2067457	-6.201891	0.057775	"OR7A5"
"A_33_P3233916"	0.9822841	0.915	-0.1086676	-6.217916	-0.0493007	"SOX6"
"A_24_P202632"	0.6498732	0.158	-1.5010954	-5.151964	-0.3585479	"KLK15"
"A_23_P70127"	0.9067455	0.622	0.5055855	-6.092715	0.152774	"TMED9"
"A_33_P3413048"	0.531179	0.0746	1.9451447	-4.517265	0.4447261	"PLXNA3"
"A_33_P3211229"	0.8511993	0.478	0.731303	-5.952363	0.2209098	"SLC35F2"
"A_23_P339098"	0.8540992	0.483	0.7221396	-5.958988	0.1867271	"SLC35F2"
"A_24_P50028"	0.3520997	0.0195	2.6773873	-3.311543	0.9578068	"RAB39A"
"A_23_P416036"	0.8948857	0.581	0.5659009	-6.059944	0.1686122	"HAUS7"
"A_23_P416034"	0.9268594	0.686	-0.4135333	-6.135879	-0.1423037	"HAUS7"
"A_23_P70701"	0.9819658	0.913	-0.111009	-6.21765	-0.0274174	"ARID1B"
"A_23_P204967"	0.735328	0.256	1.1902204	-5.528765	0.2881015	"MPHOSPH8"
"A_23_P5460"	0.8758987	0.533	-0.6413482	-6.014048	-0.1845993	"FEV"
"A_24_P557479"	0.0966349	0.00092	4.3124694	-0.447255	2.668676	"XAF1"
"A_33_P3258346"	0.1047642	0.00106	4.2344446	-0.58049	2.6034948	"XAF1"
"A_33_P3264224"	0.8959637	0.587	-0.5571348	-6.064925	-0.1235991	"CDC42BPG"
"A_24_P148094"	0.9599783	0.823	-0.2286158	-6.196967	-0.0352111	"LEPROT"
"A_23_P397293"	0.7695994	0.315	1.0473534	-5.679012	0.3947548	"LY6K"
"A_23_P77669"	0.751151	0.282	-1.124478	-5.599833	-0.4273884	"ZNF821"
"A_23_P66530"	0.9943579	0.978	0.027769	-6.223644	0.0082914	"MYH4"
"A_23_P38271"	0.8625865	0.501	0.693603	-5.979124	0.159721	"MYH2"
"A_23_P329340"	0.808713	0.386	0.8991632	-5.817777	0.1874595	"DNAH3"
"A_23_P132738"	0.7408158	0.265	1.1666912	-5.55457	0.4683658	"CRYGS"
"A_23_P137715"	0.9982407	0.991	-0.010884	-6.223983	-0.0024804	"POGK"
"A_23_P11214"	0.8379633	0.448	0.7836902	-5.913035	0.1266829	"NKRF"
"A_23_P154708"	0.9967855	0.986	0.0174881	-6.223886	0.0043612	"HAO1"
"A_23_P108761"	0.6920875	0.201	1.3501924	-5.342872	0.452562	"CNOT11"
"A_23_P35883"	0.486673	0.0545	-2.1212812	-4.241381	-0.4019261	"FOXRED1"
"A_23_P259413"	0.4236385	0.0336	2.3865001	-3.807041	0.4976874	"CDV3"
"A_24_P163113"	0.7347963	0.256	1.1916569	-5.527177	0.3110049	"CDV3"
"A_24_P166613"	0.2376622	0.00669	-3.2446186	-2.315029	-0.7924321	"EPDR1"
"A_33_P3227324"	0.9341443	0.712	-0.3783043	-6.150176	-0.0830637	"MIER2"
"A_24_P941896"	0.9784248	0.898	-0.1311602	-6.215119	-0.0339064	"GRID1"
"A_33_P3234949"	0.9835206	0.922	-0.0992915	-6.218928	-0.0197073	"GRID1"
"A_23_P32805"	0.8994503	0.598	-0.540358	-6.074251	-0.2104769	"GRID1"
"A_32_P191004"	0.9287459	0.692	0.4060285	-6.139029	0.0878719	"ATAD2B"
"A_24_P39454"	0.9865032	0.94	0.0766897	-6.220992	0.0262103	"INO80"
"A_33_P3291325"	0.926337	0.685	-0.4157213	-6.13495	-0.1022886	"INO80"
"A_24_P161018"	0.0266086	6.59e-05	5.8555079	2.009086	2.6785523	"PARP14"
"A_23_P337934"	0.8416282	0.456	-0.7700134	-5.923541	-0.7805692	"FBLIM1"
"A_23_P84744"	0.6184508	0.131	-1.6175264	-4.995328	-0.5983568	"HYDIN"
"A_23_P66552"	0.9360151	0.721	0.3656211	-6.155019	0.1145106	"FNDC8"
"A_23_P302207"	0.8566775	0.488	-0.7151941	-5.963957	-0.302615	"ZNF853"
"A_33_P3401119"	0.7577503	0.294	1.0959201	-5.629689	0.2380943	"NUTM2F"
"A_33_P3212754"	0.9355879	0.719	-0.3684721	-6.153945	-0.1026317	"NUTM2F"
"A_32_P188860"	0.6079503	0.122	1.661132	-4.934732	0.6968504	"IL17RD"
"A_23_P162607"	0.8491457	0.474	-0.7387965	-5.94689	-0.1962495	"STAB2"
"A_24_P352952"	0.872121	0.522	0.6590428	-6.002507	0.2697528	"FAM20A"
"A_32_P108254"	0.8652782	0.506	-0.6844165	-5.985448	-0.4352996	"FAM20A"
"A_33_P3375476"	0.9221098	0.671	-0.4342612	-6.126889	-0.1030029	"KLHDC4"
"A_23_P154208"	0.7698536	0.315	1.0462641	-5.680097	0.4026674	"NAGK"
"A_23_P140050"	0.9376741	0.731	-0.351395	-6.16026	-0.0786078	"SUPT20H"
"A_23_P170186"	0.7004612	0.211	-1.3178242	-5.38191	-0.5554445	"OPLAH"
"A_23_P142310"	0.9682657	0.855	-0.1864708	-6.206017	-0.0437571	"MKNK2"
"A_33_P3247988"	0.9742558	0.881	0.1531129	-6.211884	0.054531	"PCSK4"
"A_23_P100676"	0.9373849	0.728	-0.355118	-6.158908	-0.0656899	"SMG6"
"A_24_P109071"	0.8366069	0.445	0.7888974	-5.908991	0.1584121	"KIF27"
"A_23_P253012"	0.9984269	0.992	0.0105843	-6.223986	0.0093429	"GRAMD1C"
"A_32_P184464"	0.7064673	0.22	1.2925353	-5.411918	0.272122	"ROPN1"
"A_33_P3261565"	0.8664431	0.509	0.6805659	-5.988075	0.1172095	"ZRANB1"
"A_23_P61508"	0.9025365	0.608	-0.5257942	-6.082127	-0.2017716	"CHRNA9"
"A_23_P97423"	0.7987539	0.367	-0.9357635	-5.785192	-0.2372599	"UBE2Q1"
"A_23_P139297"	0.748403	0.277	-1.1372887	-5.586239	-0.2621085	"TRIM44"
"A_23_P68998"	0.8195615	0.41	0.8520089	-5.858078	0.1980945	"MIOX"
"A_33_P3355281"	0.9334834	0.709	0.3812707	-6.14902	0.3113432	"MIOX"
"A_33_P3398912"	0.0008087	2.86e-07	9.8870872	6.698274	3.6260728	"SLC2A6"
"A_33_P3337044"	0.5455374	0.0822	1.8893846	-4.602097	0.7915175	"SLC2A6"
"A_33_P3292417"	0.8413804	0.455	-0.7713154	-5.922548	-0.2549882	"WDR5"
"A_23_P47322"	0.6254177	0.136	-1.594161	-5.027375	-0.5297092	"BTG4"
"A_23_P218807"	0.8949939	0.582	0.5645455	-6.060719	0.2563725	"ZC3H7B"
"A_23_P336929"	0.6002208	0.116	-1.6871775	-4.898059	-0.3302708	"MED29"
"A_23_P334282"	0.7952048	0.361	-0.9487198	-5.773387	-0.2954848	"BMP2K"
"A_33_P3328928"	0.9044433	0.615	-0.5157664	-6.087431	-0.1688583	"BMP2K"
"A_23_P20660"	0.8949939	0.583	0.5640214	-6.061018	0.7918434	"DIRAS2"
"A_23_P126888"	0.3325321	0.0163	-2.7737051	-3.144364	-0.9634778	"KIF21B"
"A_33_P3413927"	0.7247513	0.242	-1.2282503	-5.486203	-0.2470996	"VEZT"
"A_23_P204609"	0.640207	0.149	-1.5369962	-5.104494	-0.2846377	"VEZT"
"A_32_P169574"	0.9594539	0.821	0.2312096	-6.19635	0.0628446	"OTUD5"
"A_23_P337550"	0.7341298	0.254	1.1945413	-5.523982	0.218283	"OTUD5"
"A_33_P3521643"	0.9448628	0.758	-0.3152495	-6.172656	-0.0782694	"PPP1R12C"
"A_23_P77160"	0.9330722	0.708	0.3830753	-6.148313	0.0748618	"RNF111"
"A_23_P64669"	0.6900038	0.199	1.3558051	-5.336032	0.3737168	"ZCCHC8"
"A_23_P425502"	0.9530445	0.795	-0.2650928	-6.187663	-0.0660702	"DONSON"
"A_24_P231829"	0.9336556	0.71	-0.3806782	-6.149252	-0.1003591	"BHMT2"
"A_24_P189458"	0.9759648	0.887	-0.1449258	-6.213149	-0.0230812	"NSMCE4A"
"A_23_P75204"	0.9806523	0.909	0.1166703	-6.216981	0.0177627	"NSMCE4A"
"A_23_P60387"	0.9117107	0.637	-0.4833912	-6.103884	-0.216883	"NOTCH1"
"A_33_P3370424"	0.7982954	0.365	0.9395534	-5.781753	0.1549667	"NOTCH1"
"A_33_P3339066"	0.6153376	0.128	1.6307434	-4.977069	0.6907702	"RNPC3"
"A_24_P341504"	0.9470015	0.768	-0.3014804	-6.17703	-0.0827885	"RNPC3"
"A_23_P255523"	0.7489169	0.278	-1.1344695	-5.589241	-0.2696978	"ALKBH4"
"A_33_P3243214"	0.5711758	0.0999	-1.7769915	-4.76898	-0.4708849	"BORCS6"
"A_23_P152963"	0.7260444	0.243	-1.224697	-5.490224	-0.2696704	"BORCS6"
"A_33_P3255274"	0.9555941	0.806	-0.2511473	-6.191381	-0.0554049	"CNNM3"
"A_23_P95790"	0.72707	0.245	-1.22121	-5.494161	-0.3438556	"ITLN1"
"A_33_P3266719"	0.1183018	0.00139	4.0859113	-0.836017	0.8733705	"TET2"
"A_23_P23171"	0.935292	0.716	-0.3724909	-6.152416	-0.1612136	"AGO4"
"A_23_P41470"	0.0593615	0.000343	4.867649	0.477971	1.4052048	"DDX60"
"A_23_P258002"	0.870058	0.516	0.6678055	-5.996683	0.1140993	"CDKN2AIP"
"A_33_P3410599"	0.9973093	0.988	0.015203	-6.223925	0.0088591	"TENT5A"
"A_33_P3290573"	0.8816502	0.547	0.618352	-6.028608	0.3311054	"TENT5A"
"A_24_P135406"	0.8434042	0.461	0.7607229	-5.930581	0.5550317	"KCTD9"
"A_33_P3297399"	0.8778156	0.536	0.6359577	-6.017505	0.4621961	"KCTD9"
"A_23_P43226"	0.9387038	0.734	0.3471143	-6.161797	0.2150379	"KCTD9"
"A_33_P3424067"	0.5597704	0.0924	-1.822171	-4.702583	-0.682374	"KMT5B"
"A_23_P153529"	0.4303864	0.0351	-2.3623114	-3.847447	-0.888879	"TRPM4"
"A_23_P43690"	0.7779787	0.329	1.0155729	-5.71028	0.2956749	"BNC2"
"A_23_P43684"	0.8064822	0.382	-0.9066995	-5.81116	-0.2229064	"BNC2"
"A_32_P133916"	0.8230218	0.417	-0.8390725	-5.868798	-0.1949461	"BNC2"
"A_33_P3347639"	0.9721745	0.873	-0.162746	-6.210308	-0.0362171	"MED18"
"A_23_P138105"	0.9746586	0.882	0.1516659	-6.212113	0.0464424	"MED18"
"A_23_P144490"	0.8952425	0.583	0.5629271	-6.061642	0.0995461	"DCHS2"
"A_23_P19369"	0.5609418	0.0941	-1.8117609	-4.717965	-0.89799	"CARMIL1"
"A_23_P113462"	0.9641833	0.84	0.2057423	-6.202105	0.088684	"KIF21A"
"A_32_P58937"	0.3835831	0.0248	-2.5490734	-3.532088	-0.6296648	"MBTD1"
"A_33_P3233005"	0.990891	0.962	-0.0480262	-6.222847	-0.0104258	"MBTD1"
"A_24_P521994"	0.7601737	0.298	1.0857595	-5.64016	0.3493052	"KLHL24"
"A_24_P941148"	0.6132118	0.126	-1.6376067	-4.96755	-0.5258651	"HAUS6"
"A_23_P12062"	0.8643731	0.505	0.6872009	-5.983539	0.1228975	"TRIT1"
"A_23_P55091"	0.4934475	0.0582	2.0851306	-4.298919	0.333758	"FTSJ3"
"A_23_P24044"	0.911699	0.637	-0.4837331	-6.103716	-0.1841709	"CNNM2"
"A_32_P38623"	0.9835206	0.923	-0.0990723	-6.21895	-0.028897	"PPP1R9A"
"A_24_P38143"	0.6524516	0.161	1.4904812	-5.165853	0.4674551	"AHI1"
"A_23_P70746"	0.3579081	0.0205	2.6515603	-3.356149	0.7419918	"AHI1"
"A_23_P107693"	0.8959828	0.588	0.5553006	-6.065958	0.1306474	"ZNF586"
"A_23_P170518"	0.5981544	0.115	-1.6930848	-4.889693	-0.2964673	"DYM"
"A_24_P175187"	0.0007616	2.52e-07	9.9990124	6.797766	2.5006034	"SAMD9"
"A_33_P3390122"	0.9584403	0.818	0.234396	-6.195583	0.0547566	"GIPC2"
"A_23_P95923"	0.770305	0.316	1.0452424	-5.681114	0.2845432	"ZNF562"
"A_33_P3304107"	0.4875154	0.0553	2.1132727	-4.254165	0.6752402	"KLHL28"
"A_23_P130787"	0.8116453	0.391	-0.8891604	-5.826485	-0.2327069	"QPCTL"
"A_24_P305467"	0.5608918	0.094	-1.8123562	-4.717087	-0.3391112	"GATAD2A"
"A_23_P131020"	0.9345911	0.713	0.3767549	-6.150776	0.0693691	"GATAD2A"
"A_23_P14708"	0.5589526	0.092	-1.825022	-4.698361	-0.5463687	"ZNF280D"
"A_33_P3262794"	0.93655	0.724	-0.3611073	-6.156704	-0.0714475	"ZNF280D"
"A_24_P26792"	0.9240122	0.677	-0.4267002	-6.130218	-0.1462803	"TRPM6"
"A_24_P32692"	0.5832114	0.106	-1.7395487	-4.823275	-0.8475747	"TRPM6"
"A_23_P216712"	0.7525066	0.285	1.1179639	-5.606698	0.4133874	"TRPM6"
"A_24_P410463"	0.5476019	0.0843	-1.8749401	-4.623859	-0.5132597	"TRPM6"
"A_33_P3269728"	0.2705235	0.00928	3.0717977	-2.620882	1.0708266	"ANKRD10"
"A_23_P205046"	0.9108437	0.634	0.4875427	-6.101832	0.1728909	"ANKRD10"
"A_33_P3883912"	0.8407993	0.454	-0.7732627	-5.92106	-0.1598089	"ZCCHC10"
"A_23_P314642"	0.7113089	0.226	-1.2730844	-5.434699	-0.2762039	"ZNF280C"
"A_24_P210675"	0.7601737	0.298	-1.0863777	-5.639525	-0.3244066	"NDE1"
"A_23_P206901"	0.9076031	0.627	-0.4988623	-6.096149	-0.1799378	"NDE1"
"A_23_P96325"	0.6245165	0.135	-1.5964706	-5.024221	-0.7765047	"ERCC6L"
"A_23_P24375"	0.9068227	0.622	0.5052787	-6.092873	0.0867943	"OTUB1"
"A_24_P365506"	0.7606864	0.3	-1.0818108	-5.644207	-0.2590122	"FERMT1"
"A_23_P131935"	0.4792785	0.0518	-2.1496921	-4.195854	-0.6609077	"FERMT1"
"A_23_P88470"	0.9407474	0.742	0.3360405	-6.165687	0.068862	"TRPM7"
"A_33_P3367062"	0.7113366	0.226	1.2730227	-5.434771	0.4204256	"SWT1"
"A_23_P133338"	0.5882155	0.109	-1.7247104	-4.844603	-0.602485	"CDHR2"
"A_33_P3334535"	0.900271	0.6	-0.5378718	-6.07561	-0.1722837	"GIN1"
"A_33_P3382910"	0.949982	0.783	0.2815127	-6.183032	0.0864769	"GIN1"
"A_23_P84995"	0.7026693	0.215	1.3069831	-5.394827	0.4012906	"MTMR8"
"A_33_P3389852"	0.9867426	0.942	0.0740184	-6.221201	0.0159925	"BCAS3"
"A_24_P100761"	0.6133254	0.127	-1.6371489	-4.968185	-0.3912919	"BCAS3"
"A_23_P141680"	0.4463291	0.0394	-2.3003793	-3.950232	-0.4749909	"BCAS3"
"A_23_P216429"	0.7739945	0.322	-1.0306485	-5.695548	-0.235998	"ASPN"
"A_23_P33914"	0.6516496	0.16	1.4947184	-5.160317	0.7874481	"NUP62CL"
"A_23_P16225"	0.8724564	0.523	0.6577769	-6.003342	0.1400752	"BEST2"
"A_23_P11915"	0.8153483	0.398	0.8757139	-5.838057	0.2344646	"GDAP2"
"A_24_P233878"	0.6465512	0.155	1.5140364	-5.13494	0.4374035	"GDAP2"
"A_23_P71946"	0.6032008	0.118	-1.676867	-4.912619	-0.7158109	"BSPRY"
"A_23_P129174"	0.9907923	0.962	0.0486294	-6.222817	0.0204876	"LRRC49"
"A_23_P105833"	0.7983503	0.366	-0.9389952	-5.78226	-0.455625	"BIVM"
